name,type,sql,from,to
Get data from lt_shipped_status,TableInput,"SELECT
  TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_shipped_status",['Filter rows'],['Load lt_negative_option_generation_hold_stg table']
Ins_wt_shipped_status_d,TableOutput,,['Filter rows'],['If field value is null']
Null_Handller,IfNull,,['If field value is null'],['create negative_option_generation fact load file']
Upd_wt_shipped_status_d,Update,,['Get data from lt_negative_option_generation'],['Text file output']
Get Data from lt_actual_ship_method,TableInput,"SELECT
   TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_actual_ship_method",['Filter rows '],['Load staged order_write_off hold table']
Insert into wt_shipping_method_d,TableOutput,,['Get staged data'],['Filter rows ']
Replace Null values,IfNull,,['Filter rows '],['create order_write_off fact load file']
Select columns comes from athena,SelectValues,,['Get data from lt_order_write_off'],['If field value is null']
Update wt_shipping_method_d,Update,,['If field value is null'],['create lt_order_write_off stage files']
Get Data from lt_write_off_src,TableInput,"SELECT
 TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_write_off_src
",['If field value is null'],['create product_cancels fact load file']
Insert into wt_write_off_src_d,TableOutput,,['Filter rows'],['Load staged product_cancels hold table']
Replace Null values,IfNull,,['Get data from lt_product_cancels_stg'],['Filter rows']
Select columns comes from athena,SelectValues,,['Filter rows'],['If field value is null']
Update wt_write_off_src_d,Update,,['Get data from lt_product_cancel'],['Text file output']
Get Data from lt_write_off,TableInput,"SELECT
 TRIM(source_system_cd) AS source_system_cd
  ,TRIM(table_name) AS table_name
  ,TRIM(system_field_name) AS system_field_name
  ,IF(system_cd=' ', system_cd, TRIM(system_cd)) AS system_cd
  ,TRIM(system_name) AS system_name
  ,TRIM(system_desc) AS system_desc
  ,TRIM(modified_by) AS modified_by
  ,TRIM(modified_dt) AS modified_dt
FROM hrst_data.lt_write_off
WHERE LENGTH(source_system_cd) > 0",['Get product cancels fact filenames'],['Copy rows to result']
Insert into wt_write_off_d,TableOutput,,['Get product_cancels stg filenames'],['Write to log']
Replace Null values,IfNull,,['Write to log'],['Copy rows to result']
Select columns comes from athena,SelectValues,,['If field value is null'],['create product_combines fact load file']
Update wt_write_off_d,Update,,['Filter rows'],['Load staged product_combines hold table']
Get Data from lt_campaign,TableInput,"SELECT 
	 TRIM(client_abbr) AS client_abbr
  	,TRIM(product_line_abbr) AS product_line_abbr
  	,TRIM(campaign_name) AS campaign_name
  	,IF(campaign_cd=' ', campaign_cd, TRIM(campaign_cd)) AS campaign_cd
	,update_dt
FROM hrst_data.lt_campaign
WHERE client_abbr ${clientcodes} 
AND update_dt > TIMESTAMP '${update_date}' AND length(campaign_cd) > 0


",['Get data from lt_product_combines_stg'],['Filter rows']
Staged lt_campaign_stg,TableOutput,,['Filter rows'],['If field value is null']
Get Data from lt_continuity_plan,TableInput,"SELECT
   update_dt
  ,client_abbr
  ,product_line_abbr
  ,continuity_plan_cd
  ,continuity_plan_name
FROM hrst_data.lt_continuity_plan
WHERE client_abbr ${clientcodes}
AND update_dt > TIMESTAMP '${update_date}'",['Get data from lt_product_combines'],['If field value is null']
Staged CP,TableOutput,,['If field value is null'],['create lt_product_combines stage files']
Get Data from lt_promotion_key,TableInput,"SELECT 
	TRIM(client_abbr) AS client_abbr,
    TRIM(product_line_abbr) AS product_line_abbr,
    TRIM(new_key) AS new_key,
    TRIM(promotion_key) AS promotion_key,
    TRIM(source_cd_1) AS source_cd_1,
    TRIM(source_cd_2) AS source_cd_2,
    TRIM(source_cd_3) AS source_cd_3,
    mailed_qty,
    promotion_ship_days_nbr,
    promotion_ship_dt,
    mail_dt,
    TRIM(promotion_key_desc) AS promotion_key_desc,
    TRIM(promotion_key_status_cd) AS promotion_key_status_cd,
    TRIM(installmens_offered_nbr) AS installmens_offered_nbr,
    TRIM(shipping_handling_ind) AS shipping_handling_ind,
    shipping_handling_amt,
    IF(credit_orders_allowed_cd=' ',credit_orders_allowed_cd,TRIM(credit_orders_allowed_cd)) AS credit_orders_allowed_cd,
    TRIM(campaing_cd) AS campaing_cd,
    sales_cnt_start_dt,
    sales_cnt,
    TRIM(label_pull_group_cd) AS label_pull_group_cd,
    TRIM(bill_category) AS bill_category,
    IF(init_continuity_cd=' ',init_continuity_cd,TRIM(init_continuity_cd)) AS init_continuity_cd,
    TRIM(offer_table) AS offer_table,
    TRIM(free_trial_days_nbr) AS free_trial_days_nbr,
    TRIM(continuity_plan_cd) AS continuity_plan_cd,
    TRIM(product_nbr_1) AS product_nbr_1,
    TRIM(continuity_plan_cd_1) AS continuity_plan_cd_1,
    TRIM(product_nbr_2) AS product_nbr_2,
    TRIM(continuity_plan_cd_2) AS continuity_plan_cd_2,
    TRIM(product_nbr_3) AS product_nbr_3,
    TRIM(continuity_plan_cd_3) AS continuity_plan_cd_3,
    TRIM(product_nbr_4) AS product_nbr_4,
    TRIM(continuity_plan_cd_4) AS continuity_plan_cd_4,
    TRIM(product_nbr_5) AS product_nbr_5,
    TRIM(continuity_plan_cd_5) AS continuity_plan_cd_5,
    IF(ftc_exceptions_cd=' ',ftc_exceptions_cd,TRIM(ftc_exceptions_cd)) AS ftc_exceptions_cd,
    TRIM(product_price_variance_table) AS product_price_variance_table,
    days_until_ship_dt_nbr,
    TRIM(bypass_credit_check_1) AS bypass_credit_check_1,
    TRIM(bypass_credit_check_2) AS bypass_credit_check_2,
    TRIM(bypass_credit_check_3) AS bypass_credit_check_3,
    TRIM(bypass_credit_check_4) AS bypass_credit_check_4,
    TRIM(bypass_credit_check_5) AS bypass_credit_check_5,
    TRIM(bypass_credit_check_6) AS bypass_credit_check_6,
    TRIM(bypass_credit_check_7) AS bypass_credit_check_7,
    TRIM(bypass_credit_check_8) AS bypass_credit_check_8,
    TRIM(bypass_credit_check_9) AS bypass_credit_check_9,
    TRIM(bypass_credit_check_10) AS bypass_credit_check_10,
    IF(delayed_billing_ind=' ',delayed_billing_ind,TRIM(delayed_billing_ind)) AS delayed_billing_ind,
    daelayed_billing_days_nbr,
    delayed_billing_dt,
    TRIM(first_free_ind) AS first_free_ind,
    unpaid_credits_nbr,
    TRIM(first_paid_ind) AS first_paid_ind,
    TRIM(finder_number_options_ind) AS finder_number_options_ind,
    TRIM(var_key) AS var_key,
    expire_dt,
    TRIM(expire_key) AS expire_key,
    TRIM(credit_screen_variable) AS credit_screen_variable,
    TRIM(sweeps_ind) AS sweeps_ind,
    TRIM(late_fees_ind) AS late_fees_ind,
    discount_amt,
    max_discount_pct,
    discount_expire_dt,
    TRIM(expire_letter_ind) AS expire_letter_ind,
    TRIM(shipping_hndling_group) AS shipping_hndling_group,
    TRIM(install_paid) AS install_paid,
    TRIM(products_allowed_ind) AS products_allowed_ind,
    preview_allowed_ind,
    TRIM(offer_ovverride_ind) AS offer_ovverride_ind,
    recipt_ship_dt,
    update_dt
FROM hrst_data.lt_promotion_key
WHERE TRIM(client_abbr) ${clientcodes} AND update_dt > TIMESTAMP '${update_date}'
		",['Get data from wt_product_order_summary_f'],['create product_order  fact load file']
Staged lt_promotion_key_stg,TableOutput,,['Get staged data'],['create product_order_agg  fact load file']
Get staged data,TableInput,"SELECT 
     publisher_cd
    ,product_line_abbr
    ,product_line_name
    ,update_dt
FROM lt_product_line_stg",['Get data from wt_product_order_summary_f'],['create product_order_agg_stage files']
Product Line Dimension lookup/update,DimensionLookup,,['Get staged data'],['Filter rows']
Get staged data,TableInput,"SELECT 
     p.publisher_cd
	,p.product_sku
	,p.product_size
	,p.product_style
	,p.product_color
	,p.product_desc
	,p.combined_into_product_nbr
	,p.combined_into_product_size
	,p.combined_into_product_style
	,p.combined_into_product_color
	,p.product_type
	,p.product_class
	,p.retail_value
	,p.clients_cost_amt
	,p.handling_amt
	,p.distributors_product_nbr
	,p.can_retail_amt
	,p.can_shipping_handling_amt
	,p.continuity_plan_cd
	,p.upsell_item_flag
	,p.isbn_nbr
	,p.publication_dt
	,p.item_exempt_from_s_h_flag
	,p.item_exempt_from_discnt
	,p.fast_shipping_flag
	,p.shipping_handling_charge_extra
	,p.preview_ind
	,p.preview_days
	,p.preview_value
	,p.update_dt
    ,pt.product_type_name
    ,pc.product_class_name
    ,affinity_cd
    ,affinity_name
    ,product_media_cd
    ,product_media_name
    ,product_language_cd
    ,case product_language_cd when 'S' THEN ' Spanish' when 'E' THEN 'English' else 'Not Defined' END  as 'product_language_name'
    ,brand_cd,brand_name
FROM lt_product_stg AS p 
LEFT JOIN ${database}.wt_product_type_d AS pt ON pt.product_type_cd = p.product_type
LEFT JOIN ${database}.wt_product_class_d AS pc ON pc.product_class_cd = p.product_class

",['Filter rows'],['Select Values']
Product Dimension lookup/update,DimensionLookup,,['Filter rows'],['lt_product_order_detail_hold_stg File']
Get Data from lt_product,TableInput,"SELECT 
 	 publisher_cd	
	,product_sku
	,product_size
	,product_style
	,product_color
	,product_desc
	,combined_into_product_nbr
	,combined_into_product_size
	,combined_into_product_style
	,combined_into_product_color
	,product_type
	,product_class
	,retail_value
	,clients_cost_amt
	,handling_amt
	,distributors_product_nbr
	,can_retail_amt
	,can_shipping_handling_amt
	,continuity_plan_cd
	,upsell_item_flag
	,isbn_nbr
	,publication_dt
	,item_exempt_from_s_h_flag
	,item_exempt_from_discnt
	,fast_shipping_flag
	,shipping_handling_charge_extra
	,preview_ind
	,preview_days
    ,preview_value
	,update_dt
	,lp.affinity_code as affinity_cd
	,la.system_name as affinity_name
	,lp.product_media as product_media_cd
	,lm.system_name as product_media_name
	,lp.product_language as product_language_cd
	,lp.brand as brand_cd
	,lb.brand_name 
FROM hrst_data.lt_product lp
left join hrst_data.lt_affinity la on la.system_cd=lp.affinity_code and la.system_field_name='AFFINITY_CD' and la.company_id ='${company_id}'
left join hrst_data.lt_product_media lm on lm.system_cd=lp.product_media and lm.SYSTEM_FIELD_NAME='PRODUCT_MEDIA_CD' and lm.company_id ='${company_id}'
left join hrst_data.lt_brand lb on lb.brand_cd =lp.brand and lb.system_field_name='BRAND_CD' and lb.company_id=${company_id}
WHERE publisher_cd ${clientcodes} 
AND update_dt > TIMESTAMP '${update_date}'
AND change_type_cd<>'D' 
",['Select Values'],['Text file output']
Replace 0 and NULL to Default Date,ValueMapper,,['Get data from DL'],['lt_product_order_detail_stg File']
Replace null values,IfNull,,['Get staged data'],['Filter rows']
Staged lt_product_stg,TableOutput,,['Filter rows'],['Load staged product order summary hold table']
Get Data from lt_product_line,TableInput,"SELECT 
 publisher_cd
 ,product_line_abbr
 ,product_name as product_line_name
 ,update_dt
FROM hrst_data.lt_product_line
WHERE publisher_cd ${clientcodes} 
AND update_dt > TIMESTAMP'${update_date}'",['Filter rows'],['Select values']
Staged lt_product_line_stg,TableOutput,,['Select values'],['create product_order_summary fact load file']
Get staged data,TableInput,"SELECT 
     p.publisher_cd
	,p.product_sku
	,p.product_size
	,p.product_style
	,p.product_color
	,p.product_desc
	,p.combined_into_product_nbr
	,p.combined_into_product_size
	,p.combined_into_product_style
	,p.combined_into_product_color
	,p.product_type
	,p.product_class
	,p.retail_value
	,p.clients_cost_amt
	,p.handling_amt
	,p.distributors_product_nbr
	,p.can_retail_amt
	,p.can_shipping_handling_amt
	,p.continuity_plan_cd
	,p.upsell_item_flag
	,p.isbn_nbr
	,p.publication_dt
	,p.item_exempt_from_s_h_flag
	,p.item_exempt_from_discnt
	,p.fast_shipping_flag
	,p.shipping_handling_charge_extra
	,p.preview_ind
	,p.preview_days
	,p.preview_value
	,p.update_dt
    ,pt.product_type_name
    ,pc.product_class_name
FROM lt_product_stg AS p 
LEFT JOIN ${database}.wt_product_type_d AS pt ON pt.product_type_cd = p.product_type
LEFT JOIN ${database}.wt_product_class_d AS pc ON pc.product_class_cd = p.product_class

",['Filter rows'],['create product_order_summary hold load file']
Product Dimension lookup/update,DimensionLookup,,['Get data from DL'],['Select values']
Get Data from DL,TableInput,"SELECT 
 	 publisher_cd	
	,product_sku
	,product_size
	,product_style
	,product_color
	,product_desc
	,combined_into_product_nbr
	,combined_into_product_size
	,combined_into_product_style
	,combined_into_product_color
	,product_type
	,product_class
	,retail_value
	,clients_cost_amt
	,handling_amt
	,distributors_product_nbr
	,can_retail_amt
	,can_shipping_handling_amt
	,continuity_plan_cd
	,upsell_item_flag
	,isbn_nbr
	,publication_dt
	,item_exempt_from_s_h_flag
	,item_exempt_from_discnt
	,fast_shipping_flag
	,shipping_handling_charge_extra
	,preview_ind
	,preview_days
    ,preview_value
	,update_dt
FROM lt_product
WHERE publisher_cd ${clientcodes} 
AND update_dt > '${update_date}'
AND change_type_cd<>'D' ",['Select values'],['Text file output']
Replace 0 and NULL to Default Date,ValueMapper,,['Get data from lt_product_payments_stg'],['Filter rows']
Replace null values,IfNull,,['Filter rows'],['If field value is null']
Staged lt_product_stg,TableOutput,,['Filter rows'],['Load staged lt_product_payments_hold_stg table']
Get staged data,TableInput,"SELECT
      bk.client_abbr
	, IF(((bk.product_line_abbr IS NULL) OR (bk.product_line_abbr='')),'NA',bk.product_line_abbr) AS product_line_abbr
	, IFNULL(pl.product_line_sk,-1) AS product_line_sk
	, bk.bill_key
    , bk.mail_dt
    , IFNULL(bk.mailed_qty,0) AS mailed_qty
    , IFNULL(bk.payment_nbr,0) AS payment_nbr
	, IFNULL(bk.return_nbr,0) AS return_nbr
    , IFNULL(bk.cancels_nbr,0) AS cancels_nbr
    , IFNULL(bk.partial_pay_nbr,0) AS partial_pay_nbr
    , IFNULL(bk.paid_amt,0) AS paid_amt
	, IFNULL(bk.billed_amt,0) AS billed_amt
    , IFNULL(bk.total_amt,0) AS total_amt
FROM lt_bill_key_stg bk
LEFT JOIN ${database}.wt_product_line_d pl ON pl.publisher_cd = bk.client_abbr 
				AND pl.product_line_abbr = bk.product_line_abbr AND curr_rec_ind = 1

",['If field value is null'],['create product_payments fact load file']
If field value is null,IfNull,,['Get data from lt_product_payment'],['create lt_product_payment stage files']
create billkey fact load file,TextFileOutput,,['Get data from lt_refunds_stg'],['Filter rows']
Copy rows to result,RowsToResult,,['Filter rows'],['Load staged refunds hold table']
Get billkey fact filenames,GetFileNames,,['Filter rows'],['If field value is null']
Copy rows to result,RowsToResult,,['If field value is null'],['create refunds fact load file']
Get billkey stg filenames,GetFileNames,,['Get data from lt_refunds'],['create lt_refunds stage files']
Write to log,WriteToLog,,['If field value is null'],['create returned_payment fact load file']
Get data from lt_bill_key,TableInput,"SELECT 
	 l.client_abbr
	,l.product_line_abbr
	,l.bill_key
	,IF(l.mail_dt IS NULL,DATE('1900-01-01'),l.mail_dt) AS mail_dt
	,COALESCE(l.mailed_qty,0) AS mailed_qty
	,COALESCE(l.payment_nbr,0) AS payment_nbr
	,COALESCE(l.return_nbr,0) AS return_nbr
	,COALESCE(l.cancels_nbr,0) AS cancels_nbr
	,COALESCE(l.partial_pay_nbr,0) AS partial_pay_nbr
	,COALESCE(l.paid_amt,0) AS paid_amt
	,COALESCE(l.billed_amt,0) AS billed_amt
	,COALESCE(l.total_amt,0) AS total_amt
	,l.update_dt
FROM hrst_data.lt_bill_key l
WHERE l.client_abbr ${clientcodes} 
AND update_dt > TIMESTAMP '${update_date}'

",['Filter rows'],['Load lt_returned_payment_hold_stg table']
If field value is null,IfNull,,['Get data from lt_returned_payment_stg'],['Filter rows']
create lt_bill_key stage files,TextFileOutput,,['Filter rows'],['If field value is null']
Filter rows,FilterRows,,['Get data from lt_returned_payment'],['If field value is null']
Get data from lt_change_continuity_status_stg,TableInput,"SELECT 
	 ccs.client_abbr
	,ccs.accnt_nbr
    ,IFNULL(id.individual_sk,-1) AS individual_sk
	,ccs.transaction_nbr
	,ccs.operator_id
	,ccs.transaction_type_cd
	,ccs.product_line_abbr
	,IFNULL(pl.product_line_sk,-1) AS product_line_sk
	,ccs.donor_accnt_nbr
	,ccs.old_plan_status_cd
	,IFNULL(ops.old_plan_status_sk,-1) AS old_plan_status_sk
	,ccs.new_plan_status_cd
	,IFNULL(nps.new_plan_status_sk,-1) AS new_plan_status_sk
	,ccs.continuity_plan_cd
	,IFNULL(cp.continuity_plan_sk,-1) AS continuity_plan_sk
	,ccs.order_nbr
	,ccs.change_reason_cd
	,IFNULL(cr.change_reason_sk,-1) AS change_reason_sk
	,ccs.seq_nbr
    ,ccs.update_dt
FROM lt_change_continuity_status_stg ccs
LEFT JOIN source_xref_stg sx ON sx.publisher_code = ccs.client_abbr  AND sx.system_id = ccs.accnt_nbr AND sx.system_code = 'SERVPF'
LEFT JOIN ${database}.wt_individual_d id ON id.universal_id = sx.universal_id AND id.curr_rec_ind = 1
LEFT JOIN ${database}.wt_product_line_d pl ON pl.product_line_abbr = ccs.product_line_abbr AND pl.publisher_cd = ccs.client_abbr AND pl.curr_rec_ind = 1
LEFT JOIN ${database}.wt_old_plan_status_d ops ON ops.old_plan_status_cd = ccs.old_plan_status_cd
LEFT JOIN ${database}.wt_new_plan_status_d nps ON nps.new_plan_status_cd = ccs.new_plan_status_cd
LEFT JOIN ${database}.wt_continuity_plan_d cp ON cp.continuity_plan_cd = ccs.continuity_plan_cd AND
cp.client_abbr = ccs.client_abbr AND cp.product_line_abbr = ccs.product_line_abbr
LEFT JOIN ${database}.wt_change_reason_d cr ON cr.change_reason_cd = ccs.change_reason_cd
",['If field value is null'],['create lt_returned_payment stage files']
If field value is null,IfNull,,['Filter rows '],['Load staged returns hold table']
Load staged change_continuity_status hold table,TableOutput,,['Get staged data'],['Filter rows ']
create change_continuity_status fact load file,TextFileOutput,,['Filter rows '],['create returns fact load file']
Get data from lt_change_continuity_status,TableInput,"SELECT 
	 client_abbr
	,accnt_nbr
	,transaction_nbr
	,operator_id
	,transaction_type_cd
	,product_line_abbr
	,donor_accnt_nbr
 	,old_plan_status_cd
	,new_plan_status_cd
	,continuity_plan_cd
 	,order_nbr 
	,change_reason_cd
	,seq_nbr
	,update_dt
FROM hrst_data.lt_change_continuity_status
WHERE client_abbr ${clientcodes}
AND update_dt > TIMESTAMP '${update_date}'

",['Get data from lt_returns'],['Replace Null values ']
If field value is null,IfNull,,['Replace Null values '],['create lt_returns stage files']
create lt_change_continuity_status stage files,TextFileOutput,,['Filter rows '],['Load staged write_off_reversal hold table']
Copy rows to result,RowsToResult,,['Get staged data'],['Filter rows ']
Get fact filenames,GetFileNames,,['Filter rows '],['If field value is null']
Write to log,WriteToLog,,['If field value is null'],['create write_off_reversal fact load file']
Copy rows to result,RowsToResult,,['Get data from lt_write_off_reversal'],['If field value is null']
Get File Names,GetFileNames,,['If field value is null'],['create lt_write_off_reversal stage files']
